companyName,company_reviews,company_offeredRole,company_roleLocation,listing_jobDesc,requested_url
Indeed,4.4,Software Development Engineer in Test III - Job Seeker,Singapore,"Your Job
A Software Development Engineer in Test (SDET) at Indeed is a developer with the primary responsibility of building the infrastructure and tooling support to enable SWEs to write test automation. It is a unique and challenging role, and provides immense opportunity to design and develop wide-reaching frameworks and design patterns to enable high velocity code delivery.
Being part of the ACME team you’ll be writing code that automatically verifies the quality of the product. You will be involved in bringing the product from development all the way to production by enhancing, maintaining, and building supportable pipeline enhancements to enable push on green delivery, migrating projects to AWS. This entails creating testing Services/Tools/WebApps that enable others to offer similar support. Drive the strategy for testability of the product with understanding of customer usage models in real-world environments.
SDETs at Indeed are highly skilled engineers who are able to debug code, automate repetitive tasks, and implement/improve tools and frameworks needed to streamline our testing processes. Each SDET has a home base within a development group. Each development group is responsible for one or more products. Being a member of their home team allows SDETS to work directly with other product teams and cross functional roles to understand project features, review technical designs, and implement automated solutions to deliver quality features with efficiency. The potential for impact across the larger technology organization is quite expansive.

At Indeed, we highly value employee career development. SDETs have a clear career path trajectory that can follow technical and managerial paths of growth. Being a key member of a development team as an SDET also provides ample opportunity to grow into different roles throughout the team (such as Software Development Engineer). Cross organizational transfers to work on different projects and technology stacks is also supported and encouraged.
Who You Are
Required Qualifications:
Bachelor’s Degree or Master's degree with 5+ years of experience as Developer or SDET (Senior QA Automation / Lead).
Strong ability to write effective code utilizing some of the following technologies (Javascript/TS, Java, Spring, Web Services, HTML, XML, AJAX, Microservices, SOA, REST, JSON)
Experience working with AWS, Terraform/CloudFormation
Effective communication across functions to identify tooling needs, automation gaps, and reduce toil in the development process.
Strong experience with Agile development incorporating Continuous Integration and Continuous Delivery, utilizing technologies/providers such as Gitlab or Github, Jenkins, Datadog
Debug code, solve complex problems related to efficiency and performance of our software with appropriate production monitoring

Design and Implement new tools, scalable automated test frameworks working across technologies
Strong experience in building development and monitoring tools as an essential part of production system

Mentoring with detailed source code reviews along with technical guidance to overall architecture and design
Strong organizational skills, prioritization and deliverables/results
Able to deal well with ambiguous/undefined problems; ability to think abstractly.
Preferred Qualifications:

Knowledge of functional programming
Docker, Kubernetes, Kafka, RabbitMQ experience

Strong understanding of computer science fundamentals, algorithm design and data structures
Experience in Object Oriented Analysis, Design(OOAD) and development of software using UML Methodology, good knowledge of design patterns
Effectively articulate any technical challenges and undefined problems

Provide innovative solutions related to new tooling and frameworks

Delivering highly customized test assets with mix of tools and techniques to provide a great user experience

Striving for Product scalability, reliability, consistency and performance in Production
AWS Certification
Who we are
We are a rapidly growing and highly-capable Engineering organization building the most popular job site on the planet. With engineering hubs in Seattle, San Francisco, Austin, Tokyo, Singapore, Hyderabad, Dublin, Aberdeen and Vancouver, we are improving people's lives all around the world, one job search at a time.
Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.
(*comScore Total Visits, September 2021)
Salary Range Disclaimer
The base salary range represents the low and high end of the Indeed salary range for this position. Actual salaries will vary depending on factors including but not limited to location, experience, and performance. The range listed is just one component of Indeed's total compensation package for employees. Other rewards may include quarterly bonuses, Restricted Stock Units (RSUs), an open Paid Time Off policy, and many region-specific benefits.
Salary Range Transparency
Tokyo 16,330,000 - 23,670,000 JPY per year
Equal Opportunities and Accommodations Statement
Indeed is deeply committed to creating a workplace and global community where inclusion is not only valued, but prioritized. We’re proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity or expression, family status, marital status, sexual orientation, national origin, genetics, neurodiversity, disability, age, or any other non-merit based or legally protected grounds.

Indeed is committed to providing reasonable accommodations to qualified individuals with disabilities in the employment application process. To request an accommodation, please contact Talent Attraction Help at +81 3 4563 2563, or by email at TAhelp@indeed.com at least one week in advance of your interview.
Our Policies and Benefits
View Indeed's Applicant Privacy and Accessibility Policies - https://www.indeed.com/legal/indeed-jobs
Learn about our global employee perks, programs and benefits - https://benefits.indeed.jobs/
Reference ID: 41777Show more ",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc56c769&cb=1661965419087&jobListingId=1008104967924&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-2910814e487c588b-
3E Accounting,4.4,Artificial Intelligence AI Software Engineer,Singapore,"Develop, integrate and maintain in-house Artificial intelligence (AI) using leading AI technologies Develop, evaluate, deploy and support automatic workflows Hands-on installation of technologies, setting up development environment, coding from scratch, automating build and deployment Work with machine learning /deep learning /NLP to develop systems to the analysis of text datasets. Ensure the technical documentation and learning material is updated To schedule and monitor all projects in charge Any other ad-hoc duties as required or assigned Degree in Computer Science, Information Technology or related degrees Prior experience in AI software development Good knowledge of Artificial Intelligences (AI) and Machine Learning concepts.",https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&cs=1_8432fc5e&cb=1661965419089&jobListingId=1006085708611&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-158123d9e6b8e073-
JD Recruitment Pte Ltd,NA,Software Engineer,Singapore,"Software development, modeling, simulation, testing, and quality assurance. Analysis of user requirements, software, and code. Completing systems risk and reliability analysis. Monitoring systems performance. Perform maintenance and software integrations for existing systems. Application development for the full lifecycle of software. Identify and assess new technologies prior to implementation. Creating technical specifications. Minimum Diploma in Software Engineering with 3 years of relevant experiences Familiarity with more than 1 programming languages Good analytical and problem-solving skills Day shift Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_16379215&cb=1661965419089&jobListingId=1008101149788&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-b1151742af03fc4a-
Adstify Search Pte Ltd,4.6,Software Engineer,Singapore,"Develop and deploy software systems that iteratively deliver business value across both back-end and front-end Derive and implement non-functional requirements based on interactions with the product and business elements Establish best practices for developing processes, technologies, coding practices and architectures Maintain a DevOps culture and an Agile product development mindset in the technical team Write and maintain unit tests to ensure robustness of the product Debug and fix code based on customer incident reports and on errors found through internal testing Assist in maintaining software infrastructure and ensure optimal availability of products / services Assist in maintaining and upgrading the software architecture as new services are added to ensure ease of long-term development 2-6 years of experience in frontend and backend programming development Experienced in using an Agile methodology / operating with a DevOps culture Strong analytical mindset, attention to details, and critical thinking; entrepreneurial and solution-oriented Strong team player with good communication and leadership skills Experience in software architecture design and software infrastructure is a plus Experience with high scalability SaaS systems built with microservices is a plus Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_701b0275&cb=1661965419087&jobListingId=1008080268269&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-7856c42a646dd273-
Glints Singapore Pte Ltd,4.2,Software Development Engineer (IT),Singapore,Monday to Friday Software Development Engineer: 3 years (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1e6d51ec&cb=1661965419088&jobListingId=1008019464649&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-8e118e981e96f09a-
Anotech Singapore,3.9,Software Test Engineer (Junior),Singapore,Monday to Friday,https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_24808022&cb=1661965419088&jobListingId=1008094953479&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-d7313eff1fb1181e-
SEARCH INDEX PTE. LTD.,5.0,Software Engineer (Entry Level Welcome / MNC),Singapore,"Attractive Bonuses 5-day Work Week Training will be provided 
Responsible for Software Development Life Cycle (SDLC); gather IT project requirements, design & development of software till operations & maintenance stage 
Making sure all project milestones are met/exceeded 
Training of end-users on how to use completed software. 
At least a Diploma in computer science/IT or related certifications 
Great communication & presentation skills. 
Those with more experience will be considered for senior roles. 
Reasons for leaving each past & current employment 
Salary drawn for each past & current employment 
Expected Salary 
Earliest availability date",https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&cs=1_bee14aa0&cb=1661965419089&jobListingId=1007830690199&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-a0af051d468805a3-
Mastercard,4.3,Software Engineer,Singapore,"Are you passionate about software engineering? Do you enjoy seeing your code have real-world impact on a wide range of customers and important problems? Do you want to join a company that offers a competitive benefits program that attracts and retains the most talented engineers around the world? Do you want to work for a company that offers additional benefits that match our values such as flexible work hours, paid volunteer days, charitable matching, and tuition assistance? Do you thrive in a place where you are continuously learning more while growing your skills and career? Do you want to join an inclusive culture where employees, in all their diversity, feel valued, respected, and who can bring their authentic selves to work? Learn more at Mastercard’s Corporate Sustainability Report. A hands-on engineer who writes high-quality code with a focus on security, design, and maintainability. Contribute to all phases of software development from design through rollout. Have strong ownership of your team’s software including monitoring, dependencies, build, and deployments. Communicate, collaborate and work effectively in a global environment. Currently enrolled in your final year of a bachelor’s or accelerated master’s program Strong foundation in algorithms, data structures, and core computer science concepts. Proficiency in one or more general-purpose programming languages such as Java, JavaScript, C#, Python, etc. Strong written and verbal English communication skills. Strong analytical and excellent problem-solving skills. 
Abide by Mastercard’s security policies and practices; 
Ensure the confidentiality and integrity of the information being accessed; 
Report any suspected information security violation or breach, and 
Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&cs=1_15edb88d&cb=1661965419086&jobListingId=1008056288919&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-fe1ce0b32e6137c1-
Bosch Group,4.2,Software- / Cloud Engineer - Internship,Singapore,"Assist architects in developing solutions to complex technical problems Assists with research and complies project related data as required by the product team Responsible for scoping, configuring and documenting POC (proof of concepts) Technical evaluation of technology stacks Involve in development, deployment, testing and calibrating of prototypes Schedule and coordinate meetings and other activities 
Study B.S/M.S in Informatics/Software Engineering. Good knowledge of software development in one of the following languages Java, .NET,C/C++ Knowledge of infrastructure-as-a-service platforms (e.g. Amazon AWS, Microsoft Azure) Knowledge of Git and corresponding repository management services (e.g. GitHub or BitBucket, etc.) Self-starter/own initiative, team-oriented approach with enthusiasm and persistency",https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b0116cc4&cb=1661965419087&jobListingId=1008087513400&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-280d0e7d6dc7114d-
WS Audiology APAC,4.0,Software Test Engineer,Singapore,"Collaborate and work closely together with Agile software development team to review and analyze system requirements and communicate on any feedback from the test execution through work packages or change requests
 Create, maintain test specifications against system requirements and execute tests which includes Functional Testing, System Integration Testing, Performance Testing and Compliance Testing etc. to ensure high product quality Work with product owner to create acceptance criteria for user stories and support the team to achieve sprint goals by testing acceptance criteria of user stories Investigate issues and participate in Change Control Board meetings to provide inputs such as issue reproducibility, severity, impacts et cetera Find opportunities to automate test executions and setup automation test suites wherever possible in the aim to reduce manual testing and to enable instant feedback on every software change Bachelor’s Degree, preferably in computer science, electrical or computer engineering
 2+ years of experience in product testing Knowledge of agile process and principles Good communication skills, sharp analytical and logical-thinking skills Energetic self-starter with open mind and be able to go beyond the boundaries Familiarity with any test automation framework and scripting languages, for example Perl, would be an added advantage
",https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2925be61&cb=1661965419088&jobListingId=1008087983802&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-fb13f348c0aaaa58-
Anradus Pte Ltd,5.0,Software Engineer #52073,Singapore,"Industry/ Organization Type: Manufacturing/ Production Position Title: Software Engineer Working Location: Kallang Working Hours: 5 days (Monday to Friday, 9AM to 6PM) Salary Package: Basic Salary + AWS + Variable Bonus + Medical Benefits Salary Range: $2,800 - $5,000 Duration: 1 year contract (Convertible to Permanent Role) Maintain, improve, design & develop application software for car parking management systems Communicate with design, product and related personnel to ensure product quality and development progress Maintain and optimize product performance and improve user experience Diploma/ Degree in Computer/IT/Electronics 1-2 years experience in database and software development Familiar with Node JS, React JS, MSSQL, VB.Net Candidates without experience are welcome. Training will be provided. Submit your application by clicking the APPLY button; Email your resume to Job(at)anradus.com.sg. Please indicate #52073 on the email subject. identity to work without a sponsor(if no,we need apply pass) (Preferred)",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1136043&s=58&guid=00000182f4dbc0ecb4dbf51682279f25&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0e067a33&cb=1661965419087&jobListingId=1008098750946&jrtk=3-0-1gbqdng8fjrq4801-1gbqdng92kcnn800-31f53252bf9a56ad-
WS Audiology APAC,4.0,Software Test Engineer,Singapore,"Collaborate and work closely together with Agile software development team to review and analyze system requirements and communicate on any feedback from the test execution through work packages or change requests
 Create, maintain test specifications against system requirements and execute tests which includes Functional Testing, System Integration Testing, Performance Testing and Compliance Testing etc. to ensure high product quality Work with product owner to create acceptance criteria for user stories and support the team to achieve sprint goals by testing acceptance criteria of user stories Investigate issues and participate in Change Control Board meetings to provide inputs such as issue reproducibility, severity, impacts et cetera Find opportunities to automate test executions and setup automation test suites wherever possible in the aim to reduce manual testing and to enable instant feedback on every software change Bachelor’s Degree, preferably in computer science, electrical or computer engineering
 2+ years of experience in product testing Knowledge of agile process and principles Good communication skills, sharp analytical and logical-thinking skills Energetic self-starter with open mind and be able to go beyond the boundaries Familiarity with any test automation framework and scripting languages, for example Perl, would be an added advantage
",https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5331370b&cb=1661965494494&jobListingId=1008087983802&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-fb13f348c0aaaa58-
"JPMorgan Chase Bank, N.A.",3.8,"Software Engineer, Associate",Singapore,"You'll be developing cloud native products to be used by engineers across the firm.
 You'll be developing products that help test and measure the resiliency and availability of products and services.
 You'll be developing products that help solve the problems associated with micro services orchestration.
 You'll be part of a small and highly focused product team which is responsible for developing and running the product end to end.
 You'll contribute in making architecture decisions and make suggestions to improve the current architecture of the product.
 Bachelor's degree or equivalent
 Minimum 2 years of experience required
 Passionate about new technologies and building a culture of innovation, continuous learning and improvement.
 Proficiency in one or more modern programming languages. Java, python or Go is preferred.
 Exposure to building frameworks and tooling for large scale engineering operations, resiliency patterns like circuit breakers, bulkheads, backpressure, etc.
 Exposure to authentication and authorization protocols and solutions.
 Experience developing cloud native applications on platforms like CloudFoundry, Kubernetes, Heroku, AWS, GCP, Azure, etc.
 Exposure to effective operational patterns like SLOs, metrics, health checks, error budgets, distributed tracing, etc.
",https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_291f2321&cb=1661965494492&jobListingId=1008097866366&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-613be739d393317a-
Rapsys Technologies,4.7,Software Test Engineer,Singapore,"At least 2 years’ experience in Software Quality Assurance (SQA) test process and methodologies and completed at least one full-cycle software development and deployment project Experience with using test automation tools for CI/CD Experience with performance and load testing Proficient in at least one programming language Good written and verbal communication skills, with ability to communicate technical issues to non-technical persons Define, design and execute software test plans and cases (both manual and automated) to ensure that the software performs reliably and as intended, including under both expected and abnormal conditions. Create test documentation artefacts such as performance test requirements, defect tracking and reporting, performance test plans, cases, scripts and reports. Day shift",https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d52f1b2b&cb=1661965494493&jobListingId=1007986390258&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-abfc2eaaad7c84fc-
Goldman Sachs,4.0,Software Engineer,Singapore,"Software Development Life Cycle (SDLC) is a suite of products that provides build and deploy tooling for Engineers in the firm. It provides a modern, secure and highly available plant that facilitates source control, code review, build, test and production activation.
 Distributed Scheduling (Runtime) offers scalable, highly available and efficient platforms and services for job scheduling, grid computing, Compute-as-a-Service, file transfer and software distribution across the firm.
 Build / Development
GitLab - The firm's strategic vendor CI/CD platform, hosted in-house with instances on-prem and on public cloud.
Proprietary SDLC, based on Subversion for source control to facilitate workflow and approvals around building and deploying software.
In-house developed Configuration Database (CD) tools for deploying Software packages, config and Infrastructure as Code.
SecDb ecosystem - Proprietary securities language used in SecDb, Java / Scala monorepo that integrates with Slang and SecDb, CI/CD platform for the C++ / Java of SecDb and non-SecDb teams.
 GitLab - The firm's strategic vendor CI/CD platform, hosted in-house with instances on-prem and on public cloud.
 Proprietary SDLC, based on Subversion for source control to facilitate workflow and approvals around building and deploying software.
 In-house developed Configuration Database (CD) tools for deploying Software packages, config and Infrastructure as Code.
 SecDb ecosystem - Proprietary securities language used in SecDb, Java / Scala monorepo that integrates with Slang and SecDb, CI/CD platform for the C++ / Java of SecDb and non-SecDb teams.
 Testing - A high scale parallel testing environment for executing millions of automated tests daily.
 Distribution - Linux and Windows software distribution system used by Gitlab, Conductor Software Factory and Train.
 Artifact Repository - Primary build artifact repository hosting terabytes of internal and external software packages and industry standard asset repos such as Mavern Central, NPMScopes and PyPi, running on Sonatype Nexus.
 Job / Task Scheduling - Large scale, multi-tenant cross platform distributed computing system running batch workflows.
 Grid Compute - Grid compute for Slang and JSI workloads, used for risk and pricing calculations.
 Stateless Compute - Cluster manager that interfaces with Job Schedulers to schedule stateless jobs on shared pool of managed compute.
 File Transfer - Managed file transfer with external clients.
 Cloud native architectures in AWS
 Experience with large scale monorepos, build systems and deployment paradigms
 Expertise in commercial / open source build systems (Gradle / Bazel / Make) and strong knowledge of software change management systems
 Experience of DevOps, SRE, infrastructure (storage / networks / etc.)
 Design and implement mid to large scale distributed systems
 Partner with and provide technical guidance on best practices to the GS engineering community, the business teams, and operations teams
 3+ years of industry experience.
 General knowledge of multiple languages, and in-depth strong programming skills of at least one of: Golang, Erlang, Java, Python, C, C++, Java.
 Strong software engineering fundamentals.
 Experience with all stages in the lifecycle of developing and running large distributed systems.
 Experience managing performance, availability and scale of mid- to large-sized systems.
 Passionate about the software development process and facilitating high frequency / high quality change across a vibrant and diverse user community.
 Team player, eager to work in a global organization.
 Strong oral and written communication skills.
 BSc / MSc / PhD in relevant field (Computer Science, Maths, Physics).
 Highly knowledgeable about running key business applications on Linux platforms and Linux internals.
 Knowledgeable about networking (TCP, UDP, ICMP, ARP, DNS, TLS, HTTP, SSH, etc).
 Experience with Cloud and Infrastructure as Code technologies - AWS, Terraform, Docker, Kubernetes, etc.",https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_17f66fab&cb=1661965494493&jobListingId=1008105703983&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-9628948a13e04c50-
Titansoft Pte Ltd,4.2,Software Developer,Singapore,"Apply your expertise on our web applications using C#, ASP.NET and SQL Integrate awesome web applications with database or API-driven back-ends Design incredible templates for users' ease of use Enjoy solving problems with your team before they even turn into one Challenge ideas and spawn something revolutionary Work in a dynamic, collaborative and non-hierarchical team to break new grounds 0 - 2 years of technical expertise in the software industry (fresh graduates definitely welcome! Knowledge and experience on industry best practices, such as Test-Driven Development and Clean Code Passionate about life and how to make it better through technology Continuously seek improvements in our products, processes and people Constantly honing programming techniques and developing new skills 18 days of rest and relaxation for each year (P.S. It gets even better over the years!) Competitive salaries and bonuses bench-marked against big players in the industry (Yeap, those companies!) Flexible working hours (Sleep in a little longer after fixing that pesky bug from last night) Comprehensive insurance coverage Very well-stocked pantry (We've never heard of the term 'Hunger Games', nope) Communities of Practice and Workshops catered for your growth and learning Substantial subsidies and programs to keep that creative flow while having fun (Health promotion program, annual overseas company outing, an annual dinner that nobody will ever forget, etc.) Hardcore work and hardcore fun! Cell phone reimbursement Flexible schedule Health insurance Parental leave Professional development Work from home Flexible hours Monday to Friday 13th month salary Performance bonus",https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8787e5b9&cb=1661965494494&jobListingId=1007839709621&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-cc714a31954238ee-
Glints Singapore Pte Ltd,4.2,Software Development Engineer (IT),Singapore,Monday to Friday Software Development Engineer: 3 years (Required),https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_11cd6bd0&cb=1661965494497&jobListingId=1008019464649&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-8e118e981e96f09a-
Indeed,4.4,Senior Software Engineer (multiple roles),Singapore,"
BS in Computer Science or equivalent practical experience 
4+ years experience in software development 
Demonstrated ability to operate as a high-performing member of a small, cross-functional team 
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences 
Knowledge of Java, React, Spring Framework, Protobuf, ReST, GraphQL and JSON.",https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a1e9c6fd&cb=1661965494492&jobListingId=1007459554265&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-049df81e92176559-
ParaDM Pte Ltd,NA,Software Engineer,Outram Park,Cell phone reimbursement Flexible schedule Work from home Monday to Friday 13th month salary Local Polytechnic Diploma (Preferred) Software development: 3 years (Preferred),https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37661477&cb=1661965494497&jobListingId=1008067745277&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-14cf188ed8c7ebe8-
3E Accounting,4.4,Artificial Intelligence AI Software Engineer,Singapore,"Develop, integrate and maintain in-house Artificial intelligence (AI) using leading AI technologies Develop, evaluate, deploy and support automatic workflows Hands-on installation of technologies, setting up development environment, coding from scratch, automating build and deployment Work with machine learning /deep learning /NLP to develop systems to the analysis of text datasets. Ensure the technical documentation and learning material is updated To schedule and monitor all projects in charge Any other ad-hoc duties as required or assigned Degree in Computer Science, Information Technology or related degrees Prior experience in AI software development Good knowledge of Artificial Intelligences (AI) and Machine Learning concepts.",https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_f5957de2&cb=1661965494498&jobListingId=1006085708611&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-158123d9e6b8e073-
Indeed,4.4,Staff Software Engineer (multiple roles),Singapore,"
Improve our current products to better match job seekers and employers in specific high priority and strategic markets 
Architect new solutions and validate new ideas by either building on top of existing solutions or by prototyping new products 
Identify system architecture and product design improvements to better support feature development and integration with new products for job seekers in all international markets 
Mentor engineers and provide feedback on software architecture designs and implementations of new products and features. 
Strong sense of ownership in everything they build, able to build new products from scratch quickly 
Comfortable working in other teams’ code bases 
BS in Computer Science or related area, or relevant work experience 
7+ years of experience in software development 
Experience building scalable, distributed, highly-available systems 
Knowledge of Java, React, Spring Framework, Protobuf, REST, gRPC, GraphQL and JSON 
Experience in building Machine Learning pipelines desired",https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6e3de9c&cb=1661965494492&jobListingId=1007285082715&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-d2f785ec70a7f6aa-
Optiver,4.1,Graduate Software Engineer,Singapore,"Read Brenda's story on delivering low-latency, high-throughput systems that improve our connectivity to the financial market. Read Richard's story on navigating the world of automated trading – systems that make trading decisions. Read Marcus's story on working in the risk and treasury team, where he monitors systems that manage and mitigate risk (e.g., trading risk). Read Aidan's story on working in the Compliance IT team, where he manages systems that facilitate reporting and reconciliation. Read Lena's story on production engineering, where she builds tools and systems that enable us to trade smoothly. Keen to create high-performance, low latency designs that critically impact trading success Curious to learn and comfortable discussing/exploring complex technical ideas Have a range of out-of-classroom projects or extra-curricular activities that demonstrates your passion in technology, particularly software development Keen to work alongside the best Developers and Traders in the industry, with the humility to continually upskill and improve yourself Knowledgeable about object orientated design and development concepts (experience with C++, C# or Java is required for our technical assessment) The chance to work alongside diverse, intelligent and driven peers in a rewarding environment We offer competitive remuneration, including: an attractive bonus structure and additional leave entitlements Corporate health insurance Training, mentorship and personal development opportunities Weekly in-house chair massages Daily breakfast and lunch Regular social events including an annual company trip A work-from-home allowance and support. A final year university student or recent graduate Studying a Computer Science, Software/Electrical/Mechatronic Engineering or similarly technical degree",https://www.glassdoor.com/partner/jobListing.htm?pos=307&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&cs=1_afa5ffdc&cb=1661965494493&jobListingId=1008105206948&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-f7bc5eeb46631208-
Adstify Search Pte Ltd,4.6,Software Test Engineer,Singapore,"Develop, document and maintain functional and non-functional test cases Execute and evaluate manual or automated test cases to locate bugs and regressions and ensure product quality is of a high standard Perform API interface testing and API automation testing Reviewing functional and design specifications to ensure full understanding of individual deliverables Ensure that validated deliverables meet functional and design specifications and requirements Intermediate level of professional experience within the QA field Good level of understanding of the software development life cycle and lean/agile QA methodologies Hands-on experience in test automation and scripting languages using selenium (API automation experience is a huge plus!) Good level of understanding of QA process, Test planning, Test case generation and Defect management(JIRA) A solid understanding of how REST APIs and the Browser DOM work, and the ability to debug errors using tools such as Postman and your favorite browsers developer tools A good level of English (written and verbal) communication and presentation skills, with demonstrated ability to work with all levels of the organization Enjoy working in a group and collaborate with cross-functional teams to get things done A critical thinker, an innovator, creative and has good problem-solving skills Is comfortable in an Agile environment with rapid application development Enjoys the fast-paced and collaborative nature of a lean and agile startup Monday to Friday",https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=00000182f4dce6d39823384d5df2050d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_6fa97589&cb=1661965494493&jobListingId=1008080295103&jrtk=3-0-1gbqdppssk6fh801-1gbqdpptekltb800-fd09aa4d2f52b7ff-
